test_no,test_date,test_family,impact_direction,load_cell_classification_id,source_vehicle_id,source_vehicle_no,participant_kind,participant_kind_source,vin,make,model,model_year,body_type,engine_type,engine_displacement_l,transmission,vehicle_speed_kph,vehicle_test_weight_kg,curb_weight_kg,vehicle_length_mm,vehicle_width_mm,wheelbase_mm,vax_crush_distance_mm,vehicle_cg_mm,vehicle_orientation_deg,source_row_hash
11667,2021-12-01,side,side,side_pole_load_cell_8,4025,1,subject_vehicle,single_vehicle_inferred_subject,5NMJF3AE7NH050223,HYUNDAI,TUCSON,2022,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.27,1710.0,1585.0,4637.0,1860.0,2756.0,340.0,1231.0,,475e9d2589e1161ad742712dbbf8af79578b7330c4dcfa12b4fc7e693cddbc5c
11825,2017-11-03,side,side,side_pole_load_cell_8,3001,1,subject_vehicle,single_vehicle_inferred_subject,WA1AHAF73JD008119,AUDI,Q7,2018,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FOUR WHEEL DRIVE,32.29,2342.0,2173.0,5025.0,1956.0,2992.0,367.0,1494.0,0.0,14bf0c0e52c8b407d4b110156861e8bae80f1837aa6ce64b9412e7b194b4e3c3
14050,2022-01-12,side,side,side_pole_load_cell_8,4030,1,subject_vehicle,single_vehicle_inferred_subject,2HGFE2F2XNH548527,HONDA,CIVIC,2022,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.25,1387.0,1298.0,4645.0,1796.0,2740.0,295.0,1104.0,,35f8fc3b9abc5736eb55fd5c9e6243a210bbb6eb3e8c7f9c836ae03b6716c39c
14052,2022-01-26,side,side,side_pole_load_cell_8,4034,1,subject_vehicle,single_vehicle_inferred_subject,JM1DRADB4N0100408,MAZDA,MX-30,2022,FIVE DOOR HATCHBACK,ELECTRIC MOTOR,0.0,AUTOMATIC - FRONT WHEEL DRIVE,32.44,1757.0,1665.0,4372.0,1796.0,2648.0,289.0,1206.0,,7fe97a560bc140cd7d5fadd42b8bb47a75b4f2b390801939a1fbb91ea4d7e1d8
14057,2022-02-09,side,side,side_pole_load_cell_8,4042,1,subject_vehicle,single_vehicle_inferred_subject,KNDCC3LG9N5138581,KIA,NIRO ELECTRIC,2022,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - FRONT WHEEL DRIVE,32.25,1824.0,1736.0,4369.0,1797.0,2698.0,149.0,1250.0,0.0,3407c593ff6b550c19b00dd5298ce34a13f91a3e08fc9f8fd62ee510de0c869f
14058,2022-02-24,side,side,side_pole_load_cell_8,4050,1,subject_vehicle,single_vehicle_inferred_subject,5NMJF3AE2NH061680,HYUNDAI,TUCSON,2022,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.21,1706.0,1580.0,4632.0,1872.0,2755.0,355.0,1229.0,,d9ba35e2202584d91814aaa5cc53fc96954b92eb8533cc23c644c7c0ad0a5a44
14061,2022-03-08,side,side,side_pole_load_cell_8,4057,1,subject_vehicle,single_vehicle_inferred_subject,1N4BL4DV3NN300368,NISSAN,ALTIMA,2022,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.15,1619.0,1507.0,4901.0,1832.0,2825.0,349.0,1245.0,,526683e0f8f622b5465fb53220bb5d6f1a4dc86637a18542532e50d5d7411160
14064,2022-03-16,side,side,side_pole_load_cell_8,4073,1,subject_vehicle,single_vehicle_inferred_subject,3C4NJCBB2NT137471,JEEP,COMPASS,2022,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,32.19,1585.0,1507.0,4395.0,1774.0,2630.0,294.0,1072.0,,d292109576ea59cbc26bd0dd151c8a0157f6ea342bb01fdc963e6ad6ca72ee9c
14073,2022-02-08,side,side,side_pole_load_cell_8,4041,1,subject_vehicle,single_vehicle_inferred_subject,1N6ED1EJ5NN630394,NISSAN,FRONTIER,2022,4 DOOR PICKUP,V6 INLINE FRONT,3.8,AUTOMATIC - REAR WHEEL DRIVE,32.21,2194.0,2013.0,5331.0,1846.0,3210.0,331.0,1587.0,,1740c0a952e94912cde5a2468de6b5d49199ae8007a574e9fff7612bcdaffba7
14074,2022-03-25,side,side,side_pole_load_cell_8,4079,1,subject_vehicle,single_vehicle_inferred_subject,1FMCU0EZ1NUA18656,FORD,ESCAPE PHEV,2022,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.2,1905.0,1771.0,4551.0,1924.0,2713.0,225.0,1205.0,,3438568c1288e03a220412a73e6e0fb12b6eaf58e4f3f65c0f134831385cc395
14076,2022-03-30,side,side,side_pole_load_cell_8,4081,1,subject_vehicle,single_vehicle_inferred_subject,3FMTK1RM2MMA61593,FORD,MUSTANG MACH-E,2021,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - REAR WHEEL DRIVE,31.92,2111.0,1964.0,4714.0,1845.0,2983.0,184.0,1593.0,0.0,6d405993b037175bd0d164a32a2afa3ef8e7e37bd0bf8515417bc3c8fd40f53f
14083,2022-05-10,side,side,side_pole_load_cell_8,4090,1,subject_vehicle,single_vehicle_inferred_subject,3VVRX7B2XNM060383,VOLKSWAGEN,TAOS,2022,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,1.5,AUTOMATIC - FRONT WHEEL DRIVE,32.31,1587.0,1461.0,4457.0,1785.0,2688.0,298.0,1142.0,,b82c3057af704e8c6905fbdc3a92b88786c76681af3fda72df108ab1821e8de0
14088,2022-05-17,side,side,side_pole_load_cell_8,4093,1,subject_vehicle,single_vehicle_inferred_subject,5N1DR3BA7NC238556,NISSAN,PATHFINDER,2022,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,32.24,2060.0,,5005.0,1950.0,2894.0,338.0,1274.0,0.0,4a925f01f09db3faeef0805e59fcb9b41400f2025800eeda94d6e63eec8c61ec
14092,2022-05-26,side,side,side_pole_load_cell_8,4099,1,subject_vehicle,single_vehicle_inferred_subject,KM8KM4AE4NU080624,HYUNDAI,IONIQ 5,2022,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - REAR WHEEL DRIVE,32.24,2043.0,1951.0,4634.0,1874.0,3005.0,197.0,1556.0,0.0,5a445ed63d56b7e06193f0c3ff2336e1bb9b203b090e3ba3b9f0fac8e28f50da
14098,2022-06-17,side,side,side_pole_load_cell_8,4105,1,subject_vehicle,single_vehicle_inferred_subject,1G1FY6S04N4117706,CHEVROLET,BOLT EUV,2022,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - FRONT WHEEL DRIVE,32.24,1758.0,1660.0,4312.0,1768.0,2670.0,250.0,1231.0,,f141499bbe2487f74b91f0f6458d031422d474465efe917653fb884e2b2afe95
14128,2022-06-24,side,side,side_pole_load_cell_8,4109,1,subject_vehicle,single_vehicle_inferred_subject,3FTTW8E97NRA55750,FORD,MAVERICK,2022,4 DOOR PICKUP,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.23,1778.0,1600.0,5078.0,1824.0,3074.0,312.0,1385.0,0.0,019277a4b7d52368973661dd9bdf62cdb1ce89f9f814cc29a7f9fe7268ec7a15
14213,2022-06-27,side,side,side_pole_load_cell_8,4111,1,subject_vehicle,single_vehicle_inferred_subject,1FT7X2A64NEE48857,FORD,F250 SUPERCAB,2022,EXTENDED CAB PICKUP,V8 INLINE FRONT,6.2,AUTOMATIC - REAR WHEEL DRIVE,32.36,2846.0,2666.0,6030.0,2023.0,3766.0,404.0,1723.0,,e40f5c13e083377249baf7609c4e5909881db554f278d979f9ab70c76e98ccb6
14215,2022-06-29,side,side,side_pole_load_cell_8,4115,1,subject_vehicle,single_vehicle_inferred_subject,LPSEG3KA0NL074235,POLESTAR,POLESTAR 2,2022,FIVE DOOR HATCHBACK,ELECTRIC MOTOR,0.0,AUTOMATIC - FRONT WHEEL DRIVE,32.33,2112.0,1990.0,4606.0,1817.0,2738.0,184.0,1265.0,0.0,1aecb27b7e4e6dd1efe04d7f619a0f14762c33ec85227cb81adf12288d4acedf
14217,2022-07-13,side,side,side_pole_load_cell_8,4119,1,subject_vehicle,single_vehicle_inferred_subject,1G1FW6S03N4123454,CHEVROLET,Bolt EV,2022,FIVE DOOR HATCHBACK,ELECTRIC MOTOR,0.0,AUTOMATIC - FRONT WHEEL DRIVE,32.2,1711.0,2417.0,4137.0,1752.0,2601.0,249.0,1142.0,0.0,0c909ab219caef2ee5b71d9cbeed51f2e8860d1fe3603c5b130637de4f2b7e5f
14220,2022-07-15,side,side,side_pole_load_cell_8,4124,1,subject_vehicle,single_vehicle_inferred_subject,JN1BJ1BV7NW344369,NISSAN,ROGUE SPORT,2022,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.21,1624.0,1511.0,4392.0,1810.0,2640.0,350.0,1133.0,,0249a5bd5e27276e407ee07021b2431a541cdda8d44c025e6ed776c71a8c5ee5
14244,2022-08-25,side,side,side_pole_load_cell_8,4132,1,subject_vehicle,single_vehicle_inferred_subject,1GNERFKW9NJ191667,CHEVROLET,TRAVERSE,2022,UTILITY VEHICLE,STRAIGHT 6 TRANSVERSE FRONT,3.6,AUTOMATIC - FRONT WHEEL DRIVE,32.08,2131.0,1952.0,5218.0,1990.0,3086.0,376.0,1476.0,,c0d09830be5522e5de2e146a4f40d7b84244f860b5f5c5d27237bf6c7af2062f
14247,2022-08-24,side,side,side_pole_load_cell_8,4131,1,subject_vehicle,single_vehicle_inferred_subject,1FTFW1CD5NFA03140,FORD,F150 SUPERCREW,2022,PICKUP TRUCK,V6 INLINE FRONT,3.5,AUTOMATIC - REAR WHEEL DRIVE,32.27,2630.0,2102.0,5898.0,2034.0,4026.0,343.0,1921.0,,9af73425cbc76890d82e5bf25cc4735b699d06725b1dc02e978e2672e175e9f5
14249,2022-09-10,side,side,side_pole_load_cell_8,4137,1,subject_vehicle,single_vehicle_inferred_subject,1C4RJJBG8N8638851,JEEP,GRAND CHEROKEE L,2022,UTILITY VEHICLE,STRAIGHT 6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.03,2280.0,2102.0,5210.0,1898.0,3100.0,372.0,1690.0,,862d7f695445af012814dfdc46c4172def7efeabee13b3c5cbcca0d27c5b1c16
14250,2022-10-12,side,side,side_pole_load_cell_8,4144,1,subject_vehicle,single_vehicle_inferred_subject,WA1J2BFZ4NP052465,AUDI,Q4 e-tron,2022,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - FOUR WHEEL DRIVE,32.12,2382.0,2256.0,4595.0,1859.0,2766.0,153.0,1442.0,0.0,6502e013409f06f6a8f82cf1aac270bc250f84f64a3c8bb7eb16ec39e2da5b8e
14254,2022-10-28,side,side,side_pole_load_cell_8,4152,1,subject_vehicle,single_vehicle_inferred_subject,5TFLA5ABXNX015319,TOYOTA,TUNDRA,2022,PICKUP TRUCK,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - REAR WHEEL DRIVE,32.05,2595.0,2417.0,5906.0,1999.0,3699.0,257.0,1743.0,,9c56cf29f6ae699f8b75eff2b557af8f16d536abac2a1fcb2d32d95e90d84bde
14256,2022-11-03,side,side,side_pole_load_cell_8,4155,1,subject_vehicle,single_vehicle_inferred_subject,7MUCAAAG9NV019460,TOYOTA,COROLLA CROSS,2022,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.17,1533.0,1403.0,4450.0,1823.0,2652.0,345.0,1109.0,,0f750c350bfd57a252f6572196edc268422b88cf2cb459c0e8f86b0c5ec3927b
14260,2022-11-18,side,side,side_pole_load_cell_8,4162,1,subject_vehicle,single_vehicle_inferred_subject,19UDE4G74PA005267,ACURA,INTEGRA,2023,FIVE DOOR HATCHBACK,4 CYLINDER TRANSVERSE FRONT,1.5,MANUAL - FRONT WHEEL DRIVE,32.15,1483.0,1392.0,4711.0,1821.0,2736.0,293.0,1148.0,,10c09e42fc8516ee67ab9c1bffd341523a3fef90842525cf86048a545c585bda
14265,2023-01-05,side,side,side_pole_load_cell_8,4176,1,subject_vehicle,single_vehicle_inferred_subject,KNDC34LA1N5071492,KIA,EV6,2022,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - REAR WHEEL DRIVE,32.43,2030.0,,4674.0,1861.0,2904.0,214.0,1551.0,0.0,d5b6ea3dfd8e81877eb594a2085a14f5196113ac7448dddb899a7980ee2fa94e
14267,2022-12-08,side,side,side_pole_load_cell_8,4169,1,subject_vehicle,single_vehicle_inferred_subject,JF1VBAF60N9017634,SUBARU,WRX,2022,FOUR DOOR SEDAN,4 CYLINDER INLINE FRONT,2.4,MANUAL - FOUR WHEEL DRIVE,32.3,1634.0,1547.0,4672.0,1760.0,2670.0,364.0,1135.0,,28014d5a83401afd28675d6b6112359beec251fa99c01d479aaa802d54f46c35
14276,2023-02-09,side,side,side_pole_load_cell_8,4195,1,subject_vehicle,single_vehicle_inferred_subject,1G1ZD5ST9PF127071,CHEVROLET,MALIBU,2023,FOUR DOOR SEDAN,4 CYLINDER INLINE FRONT,1.5,CONTINUOUS VARIABLE TRANSMISSION,32.03,1545.0,1678.0,4934.0,1834.0,2829.0,358.0,1183.0,0.0,c43a83382e89210444d2301ac9b6074389b04c8529b6dc75308fedac17258acb
14277,2023-02-08,side,side,side_pole_load_cell_8,4194,1,subject_vehicle,single_vehicle_inferred_subject,1C4RJGAG1PC551653,JEEP,GRAND CHEROKEE,2023,UTILITY VEHICLE,V6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.32,2122.0,1947.0,4900.0,1895.0,2960.0,364.0,1535.0,,f542876f9938a6d0325a2be125620ca12aaca60d789ece67b37544da09bd9db4
14278,2023-02-16,side,side,side_pole_load_cell_8,4203,1,subject_vehicle,single_vehicle_inferred_subject,5XYK33AF5PG066827,KIA,SPORTAGE,2023,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.17,1699.0,1576.0,4655.0,1840.0,2758.0,334.0,1185.0,0.0,2f5639519146e38b91f607db5269c5d67f7de6035233ba3515397e8d827ed471
14280,2023-02-15,side,side,side_pole_load_cell_8,4202,1,subject_vehicle,single_vehicle_inferred_subject,JN8AY2BA3P9401275,NISSAN,ARMADA,2023,UTILITY VEHICLE,V8 INLINE FRONT,5.6,AUTOMATIC - REAR WHEEL DRIVE,32.13,2734.0,2556.0,5276.0,1995.0,3075.0,413.0,1620.0,,91d28cb9071d5c019626a5cb17192874a313fd85c6eb79d83f985f5b26b81a93
14285,2023-02-24,side,side,side_pole_load_cell_8,4212,1,subject_vehicle,single_vehicle_inferred_subject,1C4RJYB66P8791196,JEEP,GRAND CHEROKEE 4XE,2023,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FOUR WHEEL DRIVE,32.2,2626.0,2448.0,4913.0,1897.0,2966.0,281.0,1477.0,0.0,31631e7d41a8d5cbe4b06c9bc4dda42419272fc6505b74a3c72cd6d1d6f28b11
14287,2023-03-01,side,side,side_pole_load_cell_8,4218,1,subject_vehicle,single_vehicle_inferred_subject,JA4J3UA85PZ019604,MITSUBISHI,OUTLANDER,2023,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.15,1768.0,1678.0,4697.0,1804.0,2712.0,342.0,1223.0,,32cc27a0f71b257e901dc7bbef600c7d8e582bbf20273bf632af7efcb8656948
14288,2023-02-24,side,side,side_pole_load_cell_8,4215,1,subject_vehicle,single_vehicle_inferred_subject,5NTJC4AE3PH055375,HYUNDAI,SANTA CRUZ,2023,4 DOOR PICKUP,4 CYLINDER INLINE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.47,1897.0,1718.0,4981.0,1832.0,3008.0,379.0,1492.0,,a409720e80733d4011cb079f16cad5f97023b0022682a918c2ad11e6ac4fe461
14291,2023-01-10,side,side,side_pole_load_cell_8,4179,1,subject_vehicle,single_vehicle_inferred_subject,3CZRZ1H35PM714581,HONDA,HR-V,2023,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.11,1507.0,1423.0,4544.0,1859.0,2658.0,293.0,1140.0,,0e9f9cecd8b0813758d700fa891a52316e410db9d491639e6d74a23c155aa615
14293,2023-01-25,side,side,side_pole_load_cell_8,4185,1,subject_vehicle,single_vehicle_inferred_subject,1FTER1EH2NLD45732,FORD,RANGER SUPERCAB,2022,EXTENDED CAB PICKUP,4 CYLINDER INLINE FRONT,2.3,AUTOMATIC - REAR WHEEL DRIVE,32.24,2059.0,1878.0,5364.0,1891.0,3228.0,325.0,1531.0,,4a2509f7baf54d425915086713cd505029f172c6700af1e7563265b618aa080c
14308,2023-03-15,side,side,side_pole_load_cell_8,4234,1,subject_vehicle,single_vehicle_inferred_subject,5XYP34GC5PG344733,KIA,TELLURIDE,2023,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.8,AUTOMATIC - FRONT WHEEL DRIVE,32.18,2022.0,1920.0,5006.0,2007.0,2903.0,369.0,1331.0,,4d646d6506de881080ae35b35f9e907df7179e491eed21c96058278077b1e498
14320,2023-03-22,side,side,side_pole_load_cell_8,4241,1,subject_vehicle,single_vehicle_inferred_subject,1FTVW1EL0NWG15052,FORD,F-150 LIGHTNING,2022,4 DOOR PICKUP,ELECTRIC MOTOR,0.0,AUTOMATIC - FOUR WHEEL DRIVE,32.26,3036.0,2855.0,5920.0,2082.0,3710.0,347.0,1899.0,,809e54f8d7544d1db3cbf87099cb2a7b6f13453e658f20eb79fa115c289d19f4
14329,2023-04-05,side,side,side_pole_load_cell_8,4247,1,subject_vehicle,single_vehicle_inferred_subject,KM8K33AG0PU173108,HYUNDAI,KONA ELECTRIC,2023,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - FRONT WHEEL DRIVE,32.38,1780.0,1687.0,4190.0,1770.0,2610.0,235.0,1224.0,,4ea1c2be663013e68175cd144450125e4ca7525541910eb931cf83702d6acf83
14354,2022-06-08,research_other,side,side_pole_load_cell_8,4100,1,subject_vehicle,single_vehicle_inferred_subject,3TYRX5GN0LT001706,TOYOTA,TACOMA,2020,FOUR DOOR PICKUP,4 CYLINDER INLINE FRONT,2.7,AUTOMATIC - REAR WHEEL DRIVE,31.7,2029.0,1826.0,5375.0,1890.0,3258.0,523.0,1578.0,,b95d2fdc186b0b36a10de613447d0f31e1f10b4bb76b3763e68f539b71290d0f
14355,2022-06-15,research_other,side,side_pole_load_cell_8,4102,1,subject_vehicle,single_vehicle_inferred_subject,KNDJ63AU6L7027849,KIA,SOUL,2020,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.09,1452.0,1335.0,4204.0,1804.0,2606.0,295.0,1093.0,,9054d445702789eb12204f6dc48278dcb71c6b05639bbbb2e18b200a53668b02
14364,2023-03-03,side,side,side_pole_load_cell_8,4225,1,subject_vehicle,single_vehicle_inferred_subject,KNDCR3LE9P5052378,KIA,NIRO,2023,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,1.6,AUTOMATIC - FRONT WHEEL DRIVE,32.13,1548.0,1453.0,4434.0,1857.0,2725.0,320.0,1132.0,,108a1f7a8eb8fde0db4f7ed6dfee971739295e3382cc9cc29b49401ae7000a03
14380,2023-04-19,side,side,side_pole_load_cell_8,4260,1,subject_vehicle,single_vehicle_inferred_subject,JN1AF0BA7PM400507,NISSAN,ARIYA,2023,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - FRONT WHEEL DRIVE,32.19,2084.0,1983.0,4645.0,1883.0,2778.0,188.0,1240.0,0.0,b8afd7a35ee9ebfe4e6b9346ca9da58500a7b0c6e563c388454f0db8fffb86cb
14382,2023-04-26,side,side,side_pole_load_cell_8,4263,1,subject_vehicle,single_vehicle_inferred_subject,WBX73EF08P5W19441,BMW,X1,2023,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FOUR WHEEL DRIVE,32.45,1811.0,1657.0,4490.0,1821.0,2681.0,347.0,1275.0,,97977e92552ff7f78d020878a7161cb775002496d594671cb2f847be1ac4db01
14387,2023-04-11,side,side,side_pole_load_cell_8,4251,1,subject_vehicle,single_vehicle_inferred_subject,2T2ADCAZ8NC002580,LEXUS,NX 250,2022,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.15,1750.0,1659.0,4658.0,1897.0,2693.0,323.0,1155.0,,cac57af2cee06e4ad32926dbcda786db92db2c8be8e83fecdc393f7f135a9d98
14389,2023-03-30,side,side,side_pole_load_cell_8,4245,1,subject_vehicle,single_vehicle_inferred_subject,7MMVABCM8PN126519,MAZDA,CX-50,2023,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FOUR WHEEL DRIVE,32.21,1747.0,1657.0,4717.0,1936.0,2815.0,310.0,1221.0,,1930bc4e5ca1cde60299a5469eb450908ee6b87f74cbc25f8d9b04edd5c936de
14397,2023-06-14,side,side,side_pole_load_cell_8,4295,1,subject_vehicle,single_vehicle_inferred_subject,WMZ53BR02P3P94035,MINI,COUNTRYMAN,2023,FIVE DOOR HATCHBACK,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.29,1712.0,1581.0,4302.0,1782.0,2675.0,311.0,1220.0,,7f00f0553a62b60f693f0db8d9e8ccbe94366e22d9b2a4114fe5f56536271b9f
14399,2023-05-05,side,side,side_pole_load_cell_8,4273,1,subject_vehicle,single_vehicle_inferred_subject,JTMABABA4PA006284,SUBARU,SOLTERRA,2023,UTILITY VEHICLE,ELECTRIC MOTOR,0.0,AUTOMATIC - FOUR WHEEL DRIVE,32.2,2195.0,2016.0,4684.0,1893.0,2855.0,237.0,1411.0,,8d50420ab5a540d56f2c420b7e6c375cc05ee21870732747953c1ebb38225b3a
14426,2023-05-19,side,side,side_pole_load_cell_8,4282,1,subject_vehicle,single_vehicle_inferred_subject,2T2BAMBA4PC001716,LEXUS,RX 350,2023,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,32.2,2078.0,1896.0,4894.0,1959.0,2848.0,382.0,1293.0,,202fddd252eac01d62b81a5d947d86a2e0511a622a19b9bff15cd7f5cc294ecd
14429,2023-07-12,side,side,side_pole_load_cell_8,4309,1,subject_vehicle,single_vehicle_inferred_subject,1GCGSBEC8P1150773,CHEVROLET,COLORADO,2023,4 DOOR PICKUP,4 CYLINDER INLINE FRONT,2.7,AUTOMATIC - REAR WHEEL DRIVE,32.23,2111.0,1932.0,5419.0,1812.0,3337.0,225.0,1533.0,0.0,8702763a262760ef5eebf71203ac8d9f323bc54139444b6dbb492722d143e885
14432,2023-08-04,side,side,side_pole_load_cell_8,4322,1,subject_vehicle,single_vehicle_inferred_subject,JF2GUADC4RH228774,SUBARU,CROSSTREK,2024,STATION WAGON,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FOUR WHEEL DRIVE,32.32,1605.0,1495.0,4477.0,1800.0,2672.0,336.0,1161.0,,793d949371bdc024e12d6d0723d5230351afd4a6c5a57aeb4761c7b6e1f66a35
14434,2023-08-03,side,side,side_pole_load_cell_8,4321,1,subject_vehicle,single_vehicle_inferred_subject,KMUMADTBXPU127096,GENESIS,GV70,2023,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.5,AUTOMATIC - FOUR WHEEL DRIVE,32.07,2133.0,1967.0,4712.0,1891.0,2874.0,290.0,1465.0,0.0,828869ddeef1e1fdbdaaa8a868ada1ae45a9241cdd02aba031e884a5f336af2b
14437,2023-04-14,side,side,side_pole_load_cell_8,4258,1,subject_vehicle,single_vehicle_inferred_subject,3MVDMBCM8PM507931,MAZDA,CX-30,2023,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FOUR WHEEL DRIVE,31.91,1597.0,1508.0,4378.0,1797.0,2652.0,326.0,1071.0,0.0,42c70b44d884d8c2e6cbfd34c83ea7c7f9ad0151cfa2fbf722ee2a3e6c158cd2
14443,2023-06-16,side,side,side_pole_load_cell_8,4301,1,subject_vehicle,single_vehicle_inferred_subject,2HKRS3H40PH302539,HONDA,CR-V,2023,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,1.5,AUTOMATIC - FRONT WHEEL DRIVE,32.18,1671.0,1580.0,4684.0,1870.0,2706.0,301.0,1165.0,,5c774a7b8898af38b51dbb7c4ce08c72a82a6d319f59fdf0225076ca881bd21e
14450,2023-06-01,side,side,side_pole_load_cell_8,4285,1,subject_vehicle,single_vehicle_inferred_subject,3MZBPBDM8PM350333,MAZDA,MAZDA3,2023,FOUR DOOR SEDAN,4 CYLINDER INLINE FRONT,2.5,AUTOMATIC - FOUR WHEEL DRIVE,32.21,1587.0,1498.0,4662.0,1800.0,2723.0,284.0,1108.0,0.0,f68b46a12bc364f798d23223d891cc0b39dfef42121920cf5e10fd49dbf2885a
14460,2023-06-09,side,side,side_pole_load_cell_8,4292,1,subject_vehicle,single_vehicle_inferred_subject,JTJAM7BX3P5353144,LEXUS,GX 460,2023,UTILITY VEHICLE,V8 INLINE FRONT,4.6,AUTOMATIC - FOUR WHEEL DRIVE,32.04,2504.0,2357.0,4886.0,1878.0,2793.0,290.0,1392.0,0.0,8957d865c190669c3cc2aec2dfd6eebdde577af73fd63e686b2ac6a99c9071e5
14468,2023-10-25,side,side,side_pole_load_cell_8,4368,1,subject_vehicle,single_vehicle_inferred_subject,KMTGB4SD6RU200095,GENESIS,G80,2024,FOUR DOOR SEDAN,V6 INLINE FRONT,3.5,AUTOMATIC - FOUR WHEEL DRIVE,32.43,2131.0,2028.0,4991.0,1879.0,3003.0,322.0,1464.0,,72ad002ec6dfb6f90da654184ca9093f971bee1cd0e6654615ac491852ced757
14469,2023-08-11,side,side,side_pole_load_cell_8,4336,1,subject_vehicle,single_vehicle_inferred_subject,1C4SJUDP5PS541886,JEEP,WAGONEER,2023,UTILITY VEHICLE,V6 INLINE FRONT,3.0,AUTOMATIC - REAR WHEEL DRIVE,32.17,2846.0,2667.0,5457.0,2038.0,3138.0,367.0,1665.0,,ac16516c5c226f79bffd1e37cbccdd6ea82c82e7c84420d68505c66b9499aabf
14473,2023-12-13,side,side,side_pole_load_cell_8,4384,1,subject_vehicle,single_vehicle_inferred_subject,JM3KKEHA8R1123816,MAZDA,CX-90 PHEV,2024,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.5,AUTOMATIC - FOUR WHEEL DRIVE,32.22,2486.0,2377.0,5104.0,1960.0,3116.0,313.0,1624.0,,4c750ac7f37affc1f92e75f64ffea9cb664a6c0f22a28709b7454c834ea89897
