test_id,test_no,vehicle_id,source_vehicle_no,impact_family,vehicle_role,quality_tier,flag_dpd_negative,flag_negative_dpd_present,flag_cmean_negative,rear_family_profile_capable,rear_damage_high_confidence,rear_direction_comment,MAKE,MODEL,YEAR,BODYD,VDI,vdi_usable,PDOF,LENCNT,DAMDST,CRHDST,DPD1,DPD2,DPD3,DPD4,DPD5,DPD6,C_profile_max_mm,C_mean_mm,C_rms_mm,A_crush_2d_mm2,C_peak_ratio,asymmetry,centroid_norm,L_norm,C_mean_norm,C_max_norm,A_crush_norm,D_offset_norm,AXBX_delta_summary,front_total_length_shortening,front_structural_delta_median,front_left_right_bumper_asymmetry,rear_total_length_shortening,speed_kph,speed_source,speed_mps,KE_proxy,VEHTWT,CURBWT,VEHLEN,VEHWID,WHLBAS,VEHCG,closingSpeed,vehicleSpeed,impactAngle,offsetDistance,IMPPNT,CRBANG,CARANG,VEHOR,BMPENGD,SILENGD,APLENGD,testConfigurationKey
414,7718,500,1,side,subject_vehicle,C_MaxOnly,0,0,0,0,0,,SUBARU,IMPREZA,2012,FOUR DOOR SEDAN,09LPAN3,1,285.0,3000.0,23.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.22286042504307868,,,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 135.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -10.0, ""delta_2"": 0.0, ""delta_20"": 149.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 149.0, ""front_bumper_right_delta"": -10.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 159.0, ""front_left_right_bumper_asymmetry"": 159.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 135.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 135.0}",135.0,0.0,159.0,,32.0,closingSpeed,8.88888888888889,57283.950617283954,1450.0,1359.0,4580.0,1741.0,2654.0,1109.0,32.0,32.0,270.0,0.0,0.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,VTP
416,7719,502,1,side,subject_vehicle,C_MaxOnly,0,0,0,0,0,,HONDA,CR-V,2012,UTILITY VEHICLE,,0,345.0,0.0,-427.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.25274725274725274,,,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 44.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -18.0, ""delta_2"": 0.0, ""delta_20"": 100.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 100.0, ""front_bumper_right_delta"": -18.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 118.0, ""front_left_right_bumper_asymmetry"": 118.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 44.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 44.0}",44.0,0.0,118.0,,31.9,closingSpeed,8.86111111111111,62462.09529320987,1591.0,1509.0,4530.0,1820.0,2625.0,1153.0,31.9,31.9,270.0,0.0,50.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NO DIRECT ENGAGEMENT,VTP
419,7720,505,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,MITSUBISHI,LANCER,2012,FOUR DOOR SEDAN,12FDEW6,1,0.0,1230.0,0.0,529.0,420.0,507.0,529.0,522.0,502.0,385.0,529.0,492.5,494.7101171393203,605775.0,1.0741116751269035,-0.011269035532994924,-0.006279496698467833,0.7060849598163031,0.10772090988626422,0.11570428696412949,0.07606011432841847,0.0,"{""a_pillar_base_asym_delta"": 10.0, ""delta_1"": 527.0, ""delta_10"": 10.0, ""delta_11"": 13.0, ""delta_12"": 13.0, ""delta_13"": 23.0, ""delta_14"": 39.0, ""delta_15"": 52.0, ""delta_16"": -51.0, ""delta_17"": 4.0, ""delta_18"": -9.0, ""delta_19"": 385.0, ""delta_2"": 270.0, ""delta_20"": 420.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 10.0, ""delta_5"": 6.0, ""delta_6"": 18.0, ""delta_7"": 18.0, ""delta_8"": 2.0, ""delta_9"": 2.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": -4.0, ""door_trailing_lower_asym_delta"": 3.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 13.0, ""front_bumper_left_delta"": 420.0, ""front_bumper_right_delta"": 385.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 270.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 52.0, ""front_firewall_right_delta"": 39.0, ""front_left_right_asym_delta"": 35.0, ""front_left_right_bumper_asymmetry"": 35.0, ""front_structural_delta"": 270.0, ""front_structural_delta_median"": 270.0, ""front_total_length_shortening"": 527.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 527.0}",527.0,270.0,35.0,,56.3,closingSpeed,15.638888888888888,195170.72685185182,1596.0,1427.0,4572.0,1742.0,2634.0,1147.0,56.3,56.3,0.0,0.0,0.0,0.0,0.0,0.0,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
427,7729,514,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,TOYOTA,SCION IQ,2012,THREE DOOR HATCHBACK,12FDEW6,1,0.0,1579.0,0.0,253.0,105.0,237.0,225.0,230.0,244.0,150.0,244.0,212.7,217.25215764175968,335853.3,1.1894687353079456,0.03126469205453692,0.024700751527267747,0.9483483483483484,0.07001316655694535,0.08327847267939434,0.06639687086691695,0.0,"{""a_pillar_base_asym_delta"": 4.0, ""delta_1"": 253.0, ""delta_10"": -5.0, ""delta_11"": 2.0, ""delta_12"": -35.0, ""delta_13"": -31.0, ""delta_14"": 70.0, ""delta_15"": -30.0, ""delta_16"": -40.0, ""delta_17"": 35.0, ""delta_18"": 45.0, ""delta_19"": 128.0, ""delta_2"": -132.0, ""delta_20"": 70.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": -17.0, ""delta_5"": -17.0, ""delta_6"": -5.0, ""delta_7"": 360.0, ""delta_8"": -28.0, ""delta_9"": -20.0, ""door_leading_lower_asym_delta"": 365.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 7.0, ""door_trailing_upper_asym_delta"": 8.0, ""firewall_side_asym_delta"": -100.0, ""front_bumper_left_delta"": 70.0, ""front_bumper_right_delta"": 128.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": -132.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": -30.0, ""front_firewall_right_delta"": 70.0, ""front_left_right_asym_delta"": -58.0, ""front_left_right_bumper_asymmetry"": -58.0, ""front_structural_delta"": 70.0, ""front_structural_delta_median"": 70.0, ""front_total_length_shortening"": 253.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 253.0}",253.0,70.0,-58.0,,56.42,closingSpeed,15.672222222222222,137300.76910493826,1118.0,967.0,3038.0,1665.0,2000.0,837.0,56.42,56.42,0.0,0.0,0.0,0.0,0.0,0.0,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
423,7730,509,1,side,subject_vehicle,C_MaxOnly,0,0,0,0,0,,MITSUBISHI,LANCER,2012,FOUR DOOR SEDAN,09LPAN3,1,285.0,3000.0,-56.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.2198622273249139,,,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 80.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -14.0, ""delta_2"": 0.0, ""delta_20"": 131.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 131.0, ""front_bumper_right_delta"": -14.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 145.0, ""front_left_right_bumper_asymmetry"": 145.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 80.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 80.0}",80.0,0.0,145.0,,32.1,closingSpeed,8.916666666666666,56688.45138888888,1426.0,1344.0,4572.0,1742.0,2634.0,1089.0,32.1,32.1,270.0,0.0,0.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,VTP
424,7731,511,2,side_impactor,subject_vehicle,C_MaxOnly,0,0,0,0,0,,MITSUBISHI,LANCER,2012,FOUR DOOR SEDAN,03LPAW2,1,297.0,3750.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.13318025258323765,,,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": -5.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -4.0, ""delta_2"": 0.0, ""delta_20"": 12.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 12.0, ""front_bumper_right_delta"": -4.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 16.0, ""front_left_right_bumper_asymmetry"": 16.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": -5.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": -5.0}",-5.0,0.0,16.0,,62.1,closingSpeed,17.25,223171.875,1500.0,1342.0,4572.0,1742.0,2634.0,1091.0,62.1,0.0,270.0,0.0,-119.0,0.0,27.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
428,7732,515,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,HONDA,CR-V,2012,UTILITY VEHICLE,12FDEW6,1,0.0,1455.0,0.0,587.0,451.0,555.0,571.0,587.0,540.0,435.0,587.0,539.2,541.5806495804665,784536.0,1.0886498516320473,-0.004080118694362018,-0.0041034161414522895,0.8016528925619835,0.11910757676165232,0.1296664457698255,0.09548293343702706,0.0,"{""a_pillar_base_asym_delta"": -4.0, ""delta_1"": 581.0, ""delta_10"": 3.0, ""delta_11"": 5.0, ""delta_12"": 5.0, ""delta_13"": 1.0, ""delta_14"": 52.0, ""delta_15"": 24.0, ""delta_16"": 101.0, ""delta_17"": -43.0, ""delta_18"": -51.0, ""delta_19"": 435.0, ""delta_2"": 258.0, ""delta_20"": 451.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": -10.0, ""delta_5"": -11.0, ""delta_6"": 5.0, ""delta_7"": 2.0, ""delta_8"": -14.0, ""delta_9"": -15.0, ""door_leading_lower_asym_delta"": -3.0, ""door_leading_upper_asym_delta"": -1.0, ""door_trailing_lower_asym_delta"": 2.0, ""door_trailing_upper_asym_delta"": -1.0, ""firewall_side_asym_delta"": -28.0, ""front_bumper_left_delta"": 451.0, ""front_bumper_right_delta"": 435.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 258.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 24.0, ""front_firewall_right_delta"": 52.0, ""front_left_right_asym_delta"": 16.0, ""front_left_right_bumper_asymmetry"": 16.0, ""front_structural_delta"": 258.0, ""front_structural_delta_median"": 258.0, ""front_total_length_shortening"": 581.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 581.0}",581.0,258.0,16.0,,56.3,closingSpeed,15.638888888888888,214247.56481481477,1752.0,1574.0,4527.0,1815.0,2628.0,1190.0,56.3,56.3,0.0,0.0,0.0,0.0,0.0,0.0,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
429,7733,517,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,TOYOTA,SCION IQ,2012,THREE DOOR HATCHBACK,10LPAW3,1,297.0,2100.0,-226.0,406.0,238.0,286.0,311.0,339.0,389.0,247.0,389.0,313.5,317.35957524549343,658350.0,1.2950558213716108,0.08197767145135566,0.03194870940354051,0.6965174129353234,0.18942598187311177,0.24531722054380664,0.13193849483699327,-0.14991708126036485,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 0.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 0.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 0.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 0.0, ""front_left_right_bumper_asymmetry"": 0.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 0.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 0.0}",0.0,0.0,0.0,,61.81,closingSpeed,17.169444444444444,163018.7718595679,1106.0,972.0,3015.0,1655.0,2000.0,884.0,61.81,0.0,270.0,0.0,-14.0,0.0,27.0,90.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,ITV
430,7734,518,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,MITSUBISHI,OUTLANDER SPORT,2012,UTILITY VEHICLE,12FDEW6,1,0.0,1071.0,0.0,527.0,443.0,499.0,506.0,507.0,501.0,471.0,507.0,494.0,494.39498379332287,529074.0,1.0668016194331984,0.00678137651821858,0.0037854251012145604,0.6071428571428571,0.1150174621653085,0.12270081490104773,0.06983203060036587,0.0,"{""a_pillar_base_asym_delta"": 2.0, ""delta_1"": 527.0, ""delta_10"": 1.0, ""delta_11"": 1.0, ""delta_12"": 0.0, ""delta_13"": 2.0, ""delta_14"": 0.0, ""delta_15"": 7.0, ""delta_16"": -20.0, ""delta_17"": -13.0, ""delta_18"": -32.0, ""delta_19"": 471.0, ""delta_2"": 245.0, ""delta_20"": 443.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 3.0, ""delta_5"": 0.0, ""delta_6"": 1.0, ""delta_7"": 2.0, ""delta_8"": 2.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 1.0, ""door_leading_upper_asym_delta"": -3.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": -2.0, ""firewall_side_asym_delta"": 7.0, ""front_bumper_left_delta"": 443.0, ""front_bumper_right_delta"": 471.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 245.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 7.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": -28.0, ""front_left_right_bumper_asymmetry"": -28.0, ""front_structural_delta"": 245.0, ""front_structural_delta_median"": 245.0, ""front_total_length_shortening"": 527.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 527.0}",527.0,245.0,-28.0,,56.6,closingSpeed,15.722222222222221,211098.78395061727,1708.0,1539.0,4295.0,1764.0,2667.0,1174.0,56.6,56.6,0.0,0.0,0.0,0.0,0.0,0.0,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
431,7735,519,1,side,subject_vehicle,C_MaxOnly,0,0,0,0,0,,TOYOTA,SCION IQ,2012,THREE DOOR HATCHBACK,09LPEW2,1,285.0,1950.0,220.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.17664670658682635,,,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 0.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 0.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 0.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 0.0, ""front_left_right_bumper_asymmetry"": 0.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 0.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 0.0}",0.0,0.0,0.0,,32.72,closingSpeed,9.088888888888889,42625.677037037036,1032.0,974.0,3011.0,1670.0,2000.0,862.0,32.72,32.72,270.0,0.0,220.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,VTP
434,7736,522,1,side,subject_vehicle,C_MaxOnly,0,0,0,0,0,,MITSUBISHI,OUTLANDER SPORT,2012,UTILITY VEHICLE,09LPAN3,1,285.0,2250.0,-6.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.20408163265306123,,,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 68.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -7.0, ""delta_2"": 0.0, ""delta_20"": 109.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 109.0, ""front_bumper_right_delta"": -7.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 116.0, ""front_left_right_bumper_asymmetry"": 116.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 68.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 68.0}",68.0,0.0,116.0,,32.1,closingSpeed,8.916666666666666,59312.18055555555,1492.0,1411.0,4295.0,1764.0,2667.0,1105.0,32.1,32.1,270.0,0.0,0.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,VTP
435,7737,524,2,side_impactor,subject_vehicle,C_MaxOnly,0,0,0,0,0,,MITSUBISHI,OUTLANDER SPORT,2012,UTILITY VEHICLE,03LPAW2,1,297.0,3300.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.12755102040816327,,,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": -1.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -2.0, ""delta_2"": 0.0, ""delta_20"": 12.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 12.0, ""front_bumper_right_delta"": -2.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 14.0, ""front_left_right_bumper_asymmetry"": 14.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": -1.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": -1.0}",-1.0,0.0,14.0,,62.2,closingSpeed,17.27777777777778,234787.24228395065,1573.0,1415.0,4295.0,1764.0,2667.0,1136.0,62.2,0.0,270.0,0.0,-114.0,0.0,27.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
436,7738,526,2,side_impactor,subject_vehicle,A_ProfileValid,1,1,0,0,0,,TOYOTA,RAV4,2012,UTILITY VEHICLE,10LPAW3,1,297.0,2450.0,-327.0,296.0,37.0,83.0,294.0,268.0,67.0,-5.0,294.0,145.6,184.57247898860763,356720.0,2.032967032967033,-0.07760989010989011,-0.026863047766057798,0.5462653288740246,0.08088888888888889,0.16444444444444445,0.044186795491143314,-0.14581939799331103,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 0.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 0.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 0.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 0.0, ""front_left_right_bumper_asymmetry"": 0.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 0.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 0.0}",0.0,0.0,0.0,,62.3,closingSpeed,17.305555555555554,255009.13850308637,1703.0,1555.0,4485.0,1800.0,2660.0,1188.0,62.3,0.0,270.0,0.0,-40.0,0.0,27.0,90.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,ITV
