test_id,test_no,vehicle_id,source_vehicle_no,impact_family,vehicle_role,quality_tier,flag_dpd_negative,flag_negative_dpd_present,flag_cmean_negative,rear_family_profile_capable,rear_damage_high_confidence,rear_direction_comment,MAKE,MODEL,YEAR,BODYD,VDI,vdi_usable,PDOF,LENCNT,DAMDST,CRHDST,DPD1,DPD2,DPD3,DPD4,DPD5,DPD6,C_profile_max_mm,C_mean_mm,C_rms_mm,A_crush_2d_mm2,C_peak_ratio,asymmetry,centroid_norm,L_norm,C_mean_norm,C_max_norm,A_crush_norm,D_offset_norm,AXBX_delta_summary,front_total_length_shortening,front_structural_delta_median,front_left_right_bumper_asymmetry,rear_total_length_shortening,speed_kph,speed_source,speed_mps,KE_proxy,VEHTWT,CURBWT,VEHLEN,VEHWID,WHLBAS,VEHCG,closingSpeed,vehicleSpeed,impactAngle,offsetDistance,IMPPNT,CRBANG,CARANG,VEHOR,BMPENGD,SILENGD,APLENGD,testConfigurationKey
3325,11593,3968,1,side,subject_vehicle,A_ProfileValid,1,1,0,0,0,,FORD,F150 SUPERCAB,2021,EXTENDED CAB PICKUP,09LPAN3,1,285.0,985.0,516.0,327.0,-29.0,81.0,247.0,220.0,143.0,-2.0,247.0,135.1,165.43367250955896,133073.5,2.4204293116210214,0.08179126572908957,0.011226294091392383,0.16740312712440517,0.06648622047244095,0.1609251968503937,0.011130001217769261,0.17539089055064583,"{""a_pillar_base_asym_delta"": null, ""delta_1"": 34.0, ""delta_10"": null, ""delta_11"": null, ""delta_12"": null, ""delta_13"": null, ""delta_14"": null, ""delta_15"": null, ""delta_16"": null, ""delta_17"": null, ""delta_18"": null, ""delta_19"": -25.0, ""delta_2"": null, ""delta_20"": 131.0, ""delta_21"": null, ""delta_3"": null, ""delta_4"": null, ""delta_5"": null, ""delta_6"": null, ""delta_7"": null, ""delta_8"": null, ""delta_9"": null, ""door_leading_lower_asym_delta"": null, ""door_leading_upper_asym_delta"": null, ""door_trailing_lower_asym_delta"": null, ""door_trailing_upper_asym_delta"": null, ""firewall_side_asym_delta"": null, ""front_bumper_left_delta"": 131.0, ""front_bumper_right_delta"": -25.0, ""front_engine_block_delta"": null, ""front_engine_front_delta"": null, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": null, ""front_firewall_right_delta"": null, ""front_left_right_asym_delta"": 156.0, ""front_left_right_bumper_asymmetry"": 156.0, ""front_structural_delta"": 53.0, ""front_structural_delta_median"": 53.0, ""front_total_length_shortening"": 34.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 34.0}",34.0,53.0,156.0,,32.38,closingSpeed,8.994444444444445,90163.08439814816,2229.0,2048.0,5884.0,2032.0,3703.0,1707.0,32.38,32.38,270.0,0.0,,285.0,,,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,VTP
3327,11594,3970,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,INFINITI,QX50,2021,UTILITY VEHICLE,12FDEW3,1,0.0,1160.0,,508.0,419.0,502.0,502.0,506.0,508.0,453.0,508.0,490.8,491.6285182940469,569328.0,1.0350448247758761,0.010594947025264874,0.005318469727314876,0.6098843322818086,0.10509635974304068,0.10877944325481799,0.06409662318713312,,"{""a_pillar_base_asym_delta"": -15.0, ""delta_1"": 449.0, ""delta_10"": 36.0, ""delta_11"": 29.0, ""delta_12"": 67.0, ""delta_13"": 52.0, ""delta_14"": 152.0, ""delta_15"": 64.0, ""delta_16"": -56.0, ""delta_17"": 10.0, ""delta_18"": 2.0, ""delta_19"": 453.0, ""delta_2"": 214.0, ""delta_20"": 419.0, ""delta_21"": null, ""delta_3"": 123.0, ""delta_4"": -6.0, ""delta_5"": 4.0, ""delta_6"": 17.0, ""delta_7"": 32.0, ""delta_8"": 20.0, ""delta_9"": 15.0, ""door_leading_lower_asym_delta"": 15.0, ""door_leading_upper_asym_delta"": 10.0, ""door_trailing_lower_asym_delta"": -7.0, ""door_trailing_upper_asym_delta"": -5.0, ""firewall_side_asym_delta"": -88.0, ""front_bumper_left_delta"": 419.0, ""front_bumper_right_delta"": 453.0, ""front_engine_block_delta"": null, ""front_engine_front_delta"": 214.0, ""front_firewall_center_delta"": 123.0, ""front_firewall_left_delta"": 64.0, ""front_firewall_right_delta"": 152.0, ""front_left_right_asym_delta"": -34.0, ""front_left_right_bumper_asymmetry"": -34.0, ""front_structural_delta"": 183.0, ""front_structural_delta_median"": 183.0, ""front_total_length_shortening"": 449.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 449.0}",449.0,183.0,-34.0,,56.32,closingSpeed,15.644444444444444,248175.12296296292,2028.0,1843.0,4670.0,1902.0,2796.0,1232.0,56.32,56.32,0.0,0.0,,0.0,,,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
3329,11595,3973,1,side,subject_vehicle,A_ProfileValid,1,1,0,0,0,,INFINITI,QX50,2021,UTILITY VEHICLE,09LPAN3,1,285.0,1670.0,163.0,424.0,74.0,218.0,353.0,226.0,52.0,-53.0,353.0,171.9,214.50198134283048,287073.0,2.4665503199534613,-0.37783595113438045,-0.0769440411417621,0.35084033613445376,0.09018887722980064,0.22245540398740818,0.03164189600289224,0.0684873949579832,"{""a_pillar_base_asym_delta"": null, ""delta_1"": 96.0, ""delta_10"": null, ""delta_11"": null, ""delta_12"": null, ""delta_13"": null, ""delta_14"": null, ""delta_15"": null, ""delta_16"": null, ""delta_17"": null, ""delta_18"": null, ""delta_19"": -17.0, ""delta_2"": null, ""delta_20"": 104.0, ""delta_21"": null, ""delta_3"": null, ""delta_4"": null, ""delta_5"": null, ""delta_6"": null, ""delta_7"": null, ""delta_8"": null, ""delta_9"": null, ""door_leading_lower_asym_delta"": null, ""door_leading_upper_asym_delta"": null, ""door_trailing_lower_asym_delta"": null, ""door_trailing_upper_asym_delta"": null, ""firewall_side_asym_delta"": null, ""front_bumper_left_delta"": 104.0, ""front_bumper_right_delta"": -17.0, ""front_engine_block_delta"": null, ""front_engine_front_delta"": null, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": null, ""front_firewall_right_delta"": null, ""front_left_right_asym_delta"": 121.0, ""front_left_right_bumper_asymmetry"": 121.0, ""front_structural_delta"": 43.5, ""front_structural_delta_median"": 43.5, ""front_total_length_shortening"": 96.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 96.0}",96.0,43.5,121.0,,32.27,closingSpeed,8.96388888888889,75490.05011959879,1879.0,1784.0,4760.0,1906.0,2796.0,1209.0,32.27,32.27,270.0,0.0,,285.0,,,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,VTP
3328,11596,3972,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,INFINITI,QX50,2021,UTILITY VEHICLE,10LPEW2,1,297.0,1750.0,-210.0,246.0,113.0,228.0,183.0,246.0,232.0,47.0,246.0,193.8,203.61827030008874,339150.0,1.2693498452012384,0.018833849329205368,-0.006829357129848844,0.36764705882352944,0.10146596858638744,0.12879581151832462,0.037303664921465966,-0.08823529411764706,"{""a_pillar_base_asym_delta"": null, ""delta_1"": 67.0, ""delta_10"": null, ""delta_11"": null, ""delta_12"": null, ""delta_13"": null, ""delta_14"": null, ""delta_15"": null, ""delta_16"": null, ""delta_17"": null, ""delta_18"": null, ""delta_19"": 0.0, ""delta_2"": null, ""delta_20"": 8.0, ""delta_21"": null, ""delta_3"": null, ""delta_4"": null, ""delta_5"": null, ""delta_6"": null, ""delta_7"": null, ""delta_8"": null, ""delta_9"": null, ""door_leading_lower_asym_delta"": null, ""door_leading_upper_asym_delta"": null, ""door_trailing_lower_asym_delta"": null, ""door_trailing_upper_asym_delta"": null, ""firewall_side_asym_delta"": null, ""front_bumper_left_delta"": 8.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": null, ""front_engine_front_delta"": null, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": null, ""front_firewall_right_delta"": null, ""front_left_right_asym_delta"": 8.0, ""front_left_right_bumper_asymmetry"": 8.0, ""front_structural_delta"": 4.0, ""front_structural_delta_median"": 4.0, ""front_total_length_shortening"": 67.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 67.0}",67.0,4.0,8.0,,62.09,closingSpeed,17.247222222222224,291219.87422067905,1958.0,1786.0,4760.0,1910.0,2796.0,1235.0,62.09,0.0,270.0,0.0,-76.0,0.0,27.0,,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
3331,11597,3975,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,FORD,BRONCO SPORT,2021,UTILITY VEHICLE,12FDEW2,1,0.0,1320.0,0.0,525.0,423.0,468.0,525.0,524.0,471.0,397.0,525.0,479.6,481.5257002486991,633072.0,1.0946622185154296,-0.004482902418682235,-0.0034290870807640243,0.7213114754098361,0.10974828375286041,0.12013729977116705,0.07916269647747308,0.0,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 507.0, ""delta_10"": 7.0, ""delta_11"": 1.0, ""delta_12"": 2.0, ""delta_13"": 2.0, ""delta_14"": 35.0, ""delta_15"": 23.0, ""delta_16"": -293.0, ""delta_17"": 30.0, ""delta_18"": 40.0, ""delta_19"": 397.0, ""delta_2"": 108.0, ""delta_20"": 423.0, ""delta_21"": 0.0, ""delta_3"": 40.0, ""delta_4"": -16.0, ""delta_5"": 8.0, ""delta_6"": 2.0, ""delta_7"": 2.0, ""delta_8"": -5.0, ""delta_9"": 6.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 24.0, ""door_trailing_lower_asym_delta"": -6.0, ""door_trailing_upper_asym_delta"": 11.0, ""firewall_side_asym_delta"": -12.0, ""front_bumper_left_delta"": 423.0, ""front_bumper_right_delta"": 397.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 108.0, ""front_firewall_center_delta"": 40.0, ""front_firewall_left_delta"": 23.0, ""front_firewall_right_delta"": 35.0, ""front_left_right_asym_delta"": 26.0, ""front_left_right_bumper_asymmetry"": 26.0, ""front_structural_delta"": 74.0, ""front_structural_delta_median"": 74.0, ""front_total_length_shortening"": 507.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 507.0}",507.0,74.0,26.0,,56.54,closingSpeed,15.705555555555556,226314.65609567903,1835.0,1607.0,4370.0,1830.0,2670.0,1288.0,56.54,56.54,0.0,0.0,,0.0,,,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
3332,11599,3977,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,FORD,F150 SUPERCREW,2021,4 DOOR PICKUP,10LPEW2,1,297.0,2182.0,-8.0,299.0,54.0,119.0,165.0,108.0,86.0,61.0,165.0,107.1,112.92873859208736,233692.19999999998,2.7917833800186744,-0.13492063492063483,-0.01918563561182874,0.3708992010878803,0.05209143968871595,0.14542801556420235,0.01932067336406225,-0.00271970083290838,"{""a_pillar_base_asym_delta"": null, ""delta_1"": -5.0, ""delta_10"": null, ""delta_11"": null, ""delta_12"": null, ""delta_13"": null, ""delta_14"": null, ""delta_15"": null, ""delta_16"": null, ""delta_17"": null, ""delta_18"": null, ""delta_19"": 60.0, ""delta_2"": null, ""delta_20"": 11.0, ""delta_21"": null, ""delta_3"": null, ""delta_4"": null, ""delta_5"": null, ""delta_6"": null, ""delta_7"": null, ""delta_8"": null, ""delta_9"": null, ""door_leading_lower_asym_delta"": null, ""door_leading_upper_asym_delta"": null, ""door_trailing_lower_asym_delta"": null, ""door_trailing_upper_asym_delta"": null, ""firewall_side_asym_delta"": null, ""front_bumper_left_delta"": 11.0, ""front_bumper_right_delta"": 60.0, ""front_engine_block_delta"": null, ""front_engine_front_delta"": null, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": null, ""front_firewall_right_delta"": null, ""front_left_right_asym_delta"": -49.0, ""front_left_right_bumper_asymmetry"": -49.0, ""front_structural_delta"": 35.5, ""front_structural_delta_median"": 35.5, ""front_total_length_shortening"": -5.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": -5.0}",-5.0,35.5,-49.0,,61.99,closingSpeed,17.219444444444445,357293.6667052469,2410.0,2110.0,5883.0,2056.0,3704.0,1722.0,61.99,0.0,270.0,0.0,372.0,0.0,27.0,,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
3337,11617,3983,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,GENESIS,G80,2021,FOUR DOOR SEDAN,10LPAS2,1,297.0,2850.0,-339.0,132.0,6.0,24.0,128.0,115.0,73.0,3.0,128.0,68.9,84.30480413357236,196365.0,1.915820029027576,0.10957910014513789,0.04191096078719718,0.5706848217861433,0.03690412426352437,0.07070166041778254,0.021060623578503097,-0.1357629154985983,"{""a_pillar_base_asym_delta"": null, ""delta_1"": null, ""delta_10"": null, ""delta_11"": null, ""delta_12"": null, ""delta_13"": null, ""delta_14"": null, ""delta_15"": null, ""delta_16"": null, ""delta_17"": null, ""delta_18"": null, ""delta_19"": null, ""delta_2"": null, ""delta_20"": null, ""delta_21"": null, ""delta_3"": null, ""delta_4"": null, ""delta_5"": null, ""delta_6"": null, ""delta_7"": null, ""delta_8"": null, ""delta_9"": null, ""door_leading_lower_asym_delta"": null, ""door_leading_upper_asym_delta"": null, ""door_trailing_lower_asym_delta"": null, ""door_trailing_upper_asym_delta"": null, ""firewall_side_asym_delta"": null, ""front_bumper_left_delta"": null, ""front_bumper_right_delta"": null, ""front_engine_block_delta"": null, ""front_engine_front_delta"": null, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": null, ""front_firewall_right_delta"": null, ""front_left_right_asym_delta"": null, ""front_left_right_bumper_asymmetry"": null, ""front_structural_delta"": null, ""front_structural_delta_median"": null, ""front_total_length_shortening"": null, ""rear_total_length_shortening"": null, ""total_length_shortening"": null}",,,,,61.88,closingSpeed,17.18888888888889,292355.593271605,1979.0,1802.0,4994.0,1867.0,2996.0,1445.0,61.88,0.0,270.0,,98.0,0.0,27.0,90.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,ITV
3336,11618,3981,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,GENESIS,G80,2021,FOUR DOOR SEDAN,12FDEW2,1,0.0,1618.0,0.0,320.0,174.0,279.0,298.0,300.0,291.0,168.0,300.0,267.8,272.24106964233005,433300.4,1.1949215832710978,0.00784167289021662,0.0029316859045260516,0.8533755274261603,0.05369961900942451,0.06416683376779626,0.0458259406947515,0.0,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 320.0, ""delta_10"": -1.0, ""delta_11"": 0.0, ""delta_12"": 1.0, ""delta_13"": 1.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": -51.0, ""delta_17"": -120.0, ""delta_18"": -11.0, ""delta_19"": 88.0, ""delta_2"": 57.0, ""delta_20"": 33.0, ""delta_21"": 0.0, ""delta_3"": 0.0, ""delta_4"": -2.0, ""delta_5"": 0.0, ""delta_6"": 1.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": -1.0, ""door_leading_upper_asym_delta"": 2.0, ""door_trailing_lower_asym_delta"": 1.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 33.0, ""front_bumper_right_delta"": 88.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 57.0, ""front_firewall_center_delta"": 0.0, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": -55.0, ""front_left_right_bumper_asymmetry"": -55.0, ""front_structural_delta"": 16.5, ""front_structural_delta_median"": 16.5, ""front_total_length_shortening"": 320.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 320.0}",320.0,16.5,-55.0,,56.19,closingSpeed,15.608333333333333,255679.26288194442,2099.0,1905.0,4987.0,1896.0,3009.0,1494.0,56.19,56.19,0.0,0.0,,0.0,,,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
3335,11619,3980,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,,GENESIS,G80,2021,FOUR DOOR SEDAN,10LPAS3,1,285.0,2550.0,149.0,335.0,0.0,11.0,90.0,333.0,119.0,27.0,333.0,113.3,163.48425000592565,288915.0,2.9567519858781997,0.5361871138570168,0.11449549113964225,0.5111244738424534,0.057425240750126706,0.16979219462747086,0.02935144596368473,0.05973140910002005,"{""a_pillar_base_asym_delta"": null, ""delta_1"": null, ""delta_10"": null, ""delta_11"": null, ""delta_12"": null, ""delta_13"": null, ""delta_14"": null, ""delta_15"": null, ""delta_16"": null, ""delta_17"": null, ""delta_18"": null, ""delta_19"": null, ""delta_2"": null, ""delta_20"": null, ""delta_21"": null, ""delta_3"": null, ""delta_4"": null, ""delta_5"": null, ""delta_6"": null, ""delta_7"": null, ""delta_8"": null, ""delta_9"": null, ""door_leading_lower_asym_delta"": null, ""door_leading_upper_asym_delta"": null, ""door_trailing_lower_asym_delta"": null, ""door_trailing_upper_asym_delta"": null, ""firewall_side_asym_delta"": null, ""front_bumper_left_delta"": null, ""front_bumper_right_delta"": null, ""front_engine_block_delta"": null, ""front_engine_front_delta"": null, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": null, ""front_firewall_right_delta"": null, ""front_left_right_asym_delta"": null, ""front_left_right_bumper_asymmetry"": null, ""front_structural_delta"": null, ""front_structural_delta_median"": null, ""front_total_length_shortening"": null, ""rear_total_length_shortening"": null, ""total_length_shortening"": null}",,,,,32.3,closingSpeed,8.972222222222221,76757.48572530864,1907.0,1804.0,4989.0,1973.0,2994.0,1510.0,32.3,32.3,270.0,0.0,157.0,285.0,,,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,VTP
3339,11622,3986,2,side_impactor,subject_vehicle,A_ProfileValid,1,1,0,0,0,,VOLKSWAGEN,ID.4,2021,UTILITY VEHICLE,09LPEW2,1,297.0,3300.0,8.0,176.0,-3.0,18.0,176.0,162.0,0.0,0.0,176.0,70.9,107.28326989796685,233970.0,2.482369534555712,-0.076163610719323,-0.024561168257842443,0.719581334496293,0.038637602179836514,0.09591280653950954,0.02780289733830364,0.0034888791975577847,"{""a_pillar_base_asym_delta"": 7.0, ""delta_1"": 21.0, ""delta_10"": 0.0, ""delta_11"": -6.0, ""delta_12"": -7.0, ""delta_13"": 0.0, ""delta_14"": -7.0, ""delta_15"": 12.0, ""delta_16"": 0.0, ""delta_17"": 63.0, ""delta_18"": -9.0, ""delta_19"": 0.0, ""delta_2"": -24.0, ""delta_20"": 0.0, ""delta_21"": 98.0, ""delta_3"": 3.0, ""delta_4"": 1.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": -10.0, ""delta_8"": 2.0, ""delta_9"": -4.0, ""door_leading_lower_asym_delta"": -10.0, ""door_leading_upper_asym_delta"": -1.0, ""door_trailing_lower_asym_delta"": -6.0, ""door_trailing_upper_asym_delta"": -6.0, ""firewall_side_asym_delta"": 19.0, ""front_bumper_left_delta"": 0.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 98.0, ""front_engine_front_delta"": -24.0, ""front_firewall_center_delta"": 3.0, ""front_firewall_left_delta"": 12.0, ""front_firewall_right_delta"": -7.0, ""front_left_right_asym_delta"": 0.0, ""front_left_right_bumper_asymmetry"": 0.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 21.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 21.0}",21.0,0.0,0.0,,61.92,closingSpeed,17.2,340955.6,2305.0,2094.0,4586.0,1835.0,2768.0,1502.0,61.92,0.0,270.0,,214.0,0.0,27.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,ITV
3333,11626,3978,1,side,subject_vehicle,B_ProfilePartial,1,1,0,0,0,,VOLKSWAGEN,OTHER,2021,UTILITY VEHICLE,,0,0.0,2700.0,15.0,119.0,-11.0,9.0,119.0,23.0,8.0,3.0,119.0,31.0,54.589376255824725,83700.0,3.838709677419355,-0.4258064516129032,-0.04862982375910226,0.5888767720828789,0.016893732970027248,0.06485013623978202,0.009948326939819754,0.006543075245365322,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": -270.0, ""delta_10"": 12.0, ""delta_11"": 11.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": -3.0, ""delta_15"": -16.0, ""delta_16"": 11.0, ""delta_17"": 18.0, ""delta_18"": 0.0, ""delta_19"": -8.0, ""delta_2"": 265.0, ""delta_20"": 3.0, ""delta_21"": 14.0, ""delta_3"": 3.0, ""delta_4"": -2.0, ""delta_5"": 3.0, ""delta_6"": 16.0, ""delta_7"": 26.0, ""delta_8"": 24.0, ""delta_9"": 31.0, ""door_leading_lower_asym_delta"": 10.0, ""door_leading_upper_asym_delta"": 5.0, ""door_trailing_lower_asym_delta"": -1.0, ""door_trailing_upper_asym_delta"": 7.0, ""firewall_side_asym_delta"": -13.0, ""front_bumper_left_delta"": 3.0, ""front_bumper_right_delta"": -8.0, ""front_engine_block_delta"": 14.0, ""front_engine_front_delta"": 265.0, ""front_firewall_center_delta"": 3.0, ""front_firewall_left_delta"": -16.0, ""front_firewall_right_delta"": -3.0, ""front_left_right_asym_delta"": 11.0, ""front_left_right_bumper_asymmetry"": 11.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": -270.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": -270.0}",-270.0,0.0,11.0,,31.1,closingSpeed,8.63888888888889,83548.73418209876,2239.0,2077.0,4585.0,1835.0,2766.0,1475.0,31.1,31.1,270.0,0.0,171.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,VTP
3341,11627,3988,1,side,subject_vehicle,A_ProfileValid,1,1,0,0,0,,VOLKSWAGEN,ID.4,2021,UTILITY VEHICLE,10LPAS2,1,285.0,2550.0,178.0,160.0,18.0,12.0,27.0,128.0,58.0,-4.0,128.0,46.4,64.48410656898334,118320.0,3.4482758620689657,0.47737068965517243,0.0881802395074536,0.5559189012426422,0.02529989094874591,0.08724100327153762,0.014064687577785496,0.07761063876171789,"{""a_pillar_base_asym_delta"": null, ""delta_1"": null, ""delta_10"": null, ""delta_11"": null, ""delta_12"": null, ""delta_13"": null, ""delta_14"": null, ""delta_15"": null, ""delta_16"": null, ""delta_17"": null, ""delta_18"": null, ""delta_19"": null, ""delta_2"": null, ""delta_20"": null, ""delta_21"": null, ""delta_3"": null, ""delta_4"": null, ""delta_5"": null, ""delta_6"": null, ""delta_7"": null, ""delta_8"": null, ""delta_9"": null, ""door_leading_lower_asym_delta"": null, ""door_leading_upper_asym_delta"": null, ""door_trailing_lower_asym_delta"": null, ""door_trailing_upper_asym_delta"": null, ""firewall_side_asym_delta"": null, ""front_bumper_left_delta"": null, ""front_bumper_right_delta"": null, ""front_engine_block_delta"": null, ""front_engine_front_delta"": null, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": null, ""front_firewall_right_delta"": null, ""front_left_right_asym_delta"": null, ""front_left_right_bumper_asymmetry"": null, ""front_structural_delta"": null, ""front_structural_delta_median"": null, ""front_total_length_shortening"": null, ""rear_total_length_shortening"": null, ""total_length_shortening"": null}",,,,,31.91,closingSpeed,8.863888888888889,86661.0844367284,2206.0,2074.0,4587.0,1834.0,2757.0,1484.0,31.91,31.91,270.0,0.0,179.0,285.0,,,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,VTP
3347,11660,3994,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,VOLKSWAGEN,ID.4,2021,UTILITY VEHICLE,12FDEW3,1,0.0,1431.0,0.0,646.0,487.0,599.0,646.0,640.0,596.0,500.0,646.0,594.9,597.4140105487986,851301.8999999999,1.0858967893763658,-0.00033619095646328487,0.0009111538990510172,0.7743506493506493,0.1298624754420432,0.1410172451429819,0.10055909218482892,0.0,"{""a_pillar_base_asym_delta"": 2.0, ""delta_1"": 655.0, ""delta_10"": 0.0, ""delta_11"": 3.0, ""delta_12"": -2.0, ""delta_13"": 0.0, ""delta_14"": -1.0, ""delta_15"": 5.0, ""delta_16"": -66.0, ""delta_17"": 83.0, ""delta_18"": -74.0, ""delta_19"": 159.0, ""delta_2"": 31.0, ""delta_20"": 248.0, ""delta_21"": 0.0, ""delta_3"": -23.0, ""delta_4"": -1.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 1.0, ""delta_8"": 1.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 1.0, ""door_leading_upper_asym_delta"": 1.0, ""door_trailing_lower_asym_delta"": 3.0, ""door_trailing_upper_asym_delta"": -1.0, ""firewall_side_asym_delta"": 6.0, ""front_bumper_left_delta"": 248.0, ""front_bumper_right_delta"": 159.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 31.0, ""front_firewall_center_delta"": -23.0, ""front_firewall_left_delta"": 5.0, ""front_firewall_right_delta"": -1.0, ""front_left_right_asym_delta"": 89.0, ""front_left_right_bumper_asymmetry"": 89.0, ""front_structural_delta"": 18.0, ""front_structural_delta_median"": 18.0, ""front_total_length_shortening"": 655.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 655.0}",655.0,18.0,89.0,,56.4,closingSpeed,15.666666666666666,282874.7222222222,2305.0,2083.0,4581.0,1848.0,2769.0,1418.0,56.4,56.4,0.0,0.0,,0.0,,,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
3348,11661,3996,2,side_impactor,subject_vehicle,A_ProfileValid,1,1,0,0,0,,ACURA,MDX,2022,UTILITY VEHICLE,10LPEW2,1,297.0,1990.0,-308.0,271.0,-116.0,151.0,157.0,132.0,153.0,10.0,157.0,108.0,137.88473447049896,214920.0,2.509259259259259,0.08564814814814815,0.04368501461012474,0.39847817380857026,0.053784860557768925,0.1349601593625498,0.02143209301360836,-0.12334801762114538,"{""a_pillar_base_asym_delta"": null, ""delta_1"": -3.0, ""delta_10"": null, ""delta_11"": null, ""delta_12"": null, ""delta_13"": null, ""delta_14"": null, ""delta_15"": null, ""delta_16"": null, ""delta_17"": null, ""delta_18"": null, ""delta_19"": -3.0, ""delta_2"": null, ""delta_20"": 5.0, ""delta_21"": null, ""delta_3"": null, ""delta_4"": null, ""delta_5"": null, ""delta_6"": null, ""delta_7"": null, ""delta_8"": null, ""delta_9"": null, ""door_leading_lower_asym_delta"": null, ""door_leading_upper_asym_delta"": null, ""door_trailing_lower_asym_delta"": null, ""door_trailing_upper_asym_delta"": null, ""firewall_side_asym_delta"": null, ""front_bumper_left_delta"": 5.0, ""front_bumper_right_delta"": -3.0, ""front_engine_block_delta"": null, ""front_engine_front_delta"": null, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": null, ""front_firewall_right_delta"": null, ""front_left_right_asym_delta"": 8.0, ""front_left_right_bumper_asymmetry"": 8.0, ""front_structural_delta"": 1.0, ""front_structural_delta_median"": 1.0, ""front_total_length_shortening"": -3.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": -3.0}",-3.0,1.0,8.0,,61.99,closingSpeed,17.219444444444445,313706.80445987656,2116.0,1937.0,4994.0,2008.0,2890.0,1269.0,61.99,0.0,270.0,0.0,-76.0,0.0,27.0,,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
