category,flag,test_id,test_no,vehicle_id,impact_family,vehicle_role,quality_tier,is_profile_tier,is_audit_only_tier,VDI,PDOF,CRHDST,C_profile_max_mm,C_mean_mm,reason
side_imppnt_mismatch,flag_side_imppnt_mismatch,2156,9947,2590,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,342.0,193.0,56.6,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2164,9962,2599,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,226.0,226.0,140.7,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2180,9971,2619,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,324.0,326.0,165.59999999999997,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2188,9974,2630,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,308.0,308.0,68.8,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2188,9974,2630,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,308.0,308.0,68.8,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2183,9975,2625,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,193.0,201.0,134.1,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2231,9981,2675,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,265.0,265.0,71.9,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2231,9981,2675,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,265.0,265.0,71.9,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2235,9983,2681,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,123.0,86.0,48.8,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2237,9985,2683,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,330.0,259.0,98.9,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2242,9988,2689,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,342.0,342.0,139.5,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2242,9988,2689,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,342.0,342.0,139.5,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2245,9990,2693,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW3,297.0,310.0,329.0,212.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2268,10004,2721,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,256.0,256.0,88.0,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2268,10004,2721,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,256.0,256.0,88.0,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2277,10032,2731,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,213.0,230.0,157.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2276,10033,2729,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,346.0,346.0,85.5,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2276,10033,2729,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,346.0,346.0,85.5,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2282,10035,2737,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPAW3,297.0,233.0,165.0,88.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2285,10036,2741,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,414.0,414.0,129.5,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2285,10036,2741,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,414.0,414.0,129.5,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2286,10037,2742,side,subject_vehicle,A_ProfileValid,1,0,09LPEW2,285.0,219.0,164.0,65.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2283,10038,2739,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,96.0,83.0,44.1,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2290,10047,2747,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,265.0,265.0,18.0,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2290,10047,2747,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,265.0,265.0,18.0,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2291,10048,2749,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW3,297.0,190.0,176.0,103.1,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2184,10052,2626,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,361.0,290.0,106.4,side_imppnt_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,2228,10053,2672,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,423.0,344.0,111.7,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2171,10054,2608,side_impactor,subject_vehicle,A_ProfileValid,1,0,,297.0,210.0,186.0,102.4,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2299,10059,2758,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,314.0,314.0,79.8,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2299,10059,2758,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,314.0,314.0,79.8,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2362,10073,2826,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,308.0,308.0,93.8,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2362,10073,2826,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,308.0,308.0,93.8,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2363,10074,2828,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,123.0,122.0,84.6,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2400,10092,2868,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,218.0,218.0,151.3,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2452,10130,2922,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,297.0,293.0,145.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2455,10132,2926,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,199.0,199.0,139.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2491,10144,2966,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,173.0,173.0,95.7,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2492,10145,2967,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,347.0,331.0,184.00000000000003,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2522,10155,3002,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,332.0,350.0,110.8,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2522,10155,3002,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,332.0,350.0,110.8,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2523,10158,3003,side,subject_vehicle,A_ProfileValid,1,0,09LPAS3,285.0,294.0,272.0,78.7,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2529,10160,3011,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,249.0,246.0,186.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2534,10161,3016,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,289.0,289.0,100.1,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2534,10161,3016,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,289.0,289.0,100.1,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2543,10166,3027,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,377.0,299.0,144.0,negative_dpd_present
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,2552,10169,3037,frontal_barrier,subject_vehicle,A_ProfileValid,1,0,12FDEW1,0.0,242.0,425.0,347.5,crhdst_dpd_disagreement
negative_dpd_present,flag_dpd_negative,2555,10170,3041,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,184.0,178.0,87.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2572,10177,3060,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,338.0,310.0,158.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2578,10181,3068,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,180.0,177.0,116.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2580,10182,3070,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,395.0,379.0,104.2,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2580,10182,3070,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,395.0,379.0,104.2,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2581,10184,3071,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,323.0,264.0,107.8,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2581,10184,3071,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,323.0,264.0,107.8,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2582,10186,3073,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LYEW2,297.0,161.0,158.0,104.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2586,10187,3079,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,270.0,181.0,132.0,55.0,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2585,10190,3077,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,135.0,129.0,78.0,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2620,10318,3115,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,252.0,244.0,126.10000000000001,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2625,10324,3122,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,394.0,394.0,128.0,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2625,10324,3122,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,394.0,394.0,128.0,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2632,10344,3132,side_impactor,subject_vehicle,A_ProfileValid,1,0,09PLEW2,297.0,76.0,70.0,37.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2630,10345,3129,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,321.0,313.0,84.5,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2630,10345,3129,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,321.0,313.0,84.5,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2641,10349,3142,frontal_barrier,subject_vehicle,A_ProfileValid,1,0,12FDEW2,0.0,349.0,349.0,237.3,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2665,10352,3167,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,298.0,270.0,81.4,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2665,10352,3167,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,298.0,270.0,81.4,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2673,10354,3175,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,293.0,293.0,98.3,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2673,10354,3175,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,293.0,293.0,98.3,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2678,10355,3181,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,219.0,219.0,153.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2679,10356,3182,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,324.0,324.0,112.4,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2679,10356,3182,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,324.0,324.0,112.4,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2683,10357,3187,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,220.0,220.0,156.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2705,10364,3211,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,172.0,172.0,136.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2706,10365,3212,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,284.0,284.0,136.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2711,10384,3218,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,176.0,143.0,89.6,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2715,10388,3223,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,176.0,176.0,113.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2717,10390,3226,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,219.0,219.0,115.5,negative_dpd_present
lencnt_out_of_range,flag_lencnt_out_of_range,2726,10552,3235,frontal_barrier,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,722.0,647.0,550.0,lencnt_out_of_range
lencnt_out_of_range,flag_lencnt_out_of_range,2729,10557,3239,frontal_barrier,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,604.0,599.0,477.7,lencnt_out_of_range
negative_dpd_present,flag_dpd_negative,2730,10558,3240,side,subject_vehicle,A_ProfileValid,1,0,10LPAS4,285.0,527.0,112.0,21.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2740,10561,3252,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,151.0,151.0,103.1,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2757,10567,3271,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,205.0,205.0,159.59999999999997,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2794,10637,3311,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,360.0,340.0,129.3,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2801,10640,3320,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,344.0,344.0,109.6,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2797,10644,3315,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,338.0,338.0,181.10000000000005,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2806,10649,3327,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,392.0,392.0,124.7,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2806,10649,3327,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,392.0,392.0,124.7,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2807,10650,3328,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,305.0,305.0,155.6,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2810,10653,3332,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,196.0,196.0,139.7,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2811,10654,3334,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,168.0,168.0,97.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2814,10657,3337,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,333.0,331.0,172.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2815,10658,3339,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,171.0,171.0,112.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2820,10662,3345,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,317.0,317.0,99.6,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2820,10662,3345,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,317.0,317.0,99.6,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2819,10663,3344,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,164.0,164.0,123.0,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2819,10663,3344,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,164.0,164.0,123.0,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2790,10665,3305,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,286.0,286.0,23.4,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2790,10665,3305,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,286.0,286.0,23.4,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2791,10666,3307,side_impactor,subject_vehicle,A_ProfileValid,1,0,,297.0,157.0,157.0,92.4,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2822,10670,3349,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,177.0,177.0,102.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2832,10683,3361,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,202.0,178.0,77.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2833,10684,3362,side,subject_vehicle,A_ProfileValid,1,0,10LPAS3,285.0,324.0,176.0,75.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2835,10687,3364,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,296.0,296.0,92.9,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2835,10687,3364,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,296.0,296.0,92.9,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2838,10689,3369,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,200.0,200.0,137.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2843,10703,3375,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,325.0,325.0,92.8,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2843,10703,3375,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,325.0,325.0,92.8,pdof_family_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,2847,10707,3380,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,372.0,375.0,221.1,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2852,10710,3387,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,216.0,209.0,145.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2853,10711,3388,side,subject_vehicle,A_ProfileValid,1,0,10LPAS3,285.0,336.0,242.0,98.1,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2849,10715,3383,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,283.0,283.0,132.2,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2849,10715,3383,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,283.0,283.0,132.2,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2858,10718,3395,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,191.0,191.0,99.4,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2868,10722,3407,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,180.0,180.0,61.2,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2868,10722,3407,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,180.0,180.0,61.2,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2869,10723,3408,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,389.0,389.0,132.2,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2869,10723,3408,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,389.0,389.0,132.2,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2881,10764,3424,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,201.0,201.0,125.6,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2882,10765,3425,side,subject_vehicle,A_ProfileValid,1,0,10LPAS3,285.0,288.0,180.0,65.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2884,10766,3427,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,309.0,309.0,99.4,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2884,10766,3427,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,309.0,309.0,99.4,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2885,10767,3429,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,199.0,188.0,108.6,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2888,10769,3434,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,173.0,173.0,97.2,negative_dpd_present
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,2890,10772,3436,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,169.0,395.0,227.3,crhdst_dpd_disagreement
negative_dpd_present,flag_dpd_negative,2883,10773,3426,side,subject_vehicle,A_ProfileValid,1,0,10LPAS3,285.0,308.0,203.0,75.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2891,10774,3438,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,228.0,216.0,105.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2893,10777,3441,side,subject_vehicle,A_ProfileValid,1,0,10LPAS3,285.0,348.0,195.0,27.3,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2895,10779,3443,side,subject_vehicle,A_ProfileValid,1,0,10LPAS3,285.0,335.0,225.0,56.1,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2896,10780,3445,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,155.0,152.0,70.4,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2907,10791,3457,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,383.0,370.0,182.7,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2907,10791,3457,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,383.0,370.0,182.7,side_imppnt_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,2904,10792,3454,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,144.0,144.0,88.8,side_imppnt_mismatch
lencnt_out_of_range,flag_lencnt_out_of_range,2923,10797,3475,frontal_barrier,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,709.0,635.0,481.8,lencnt_out_of_range
side_imppnt_mismatch,flag_side_imppnt_mismatch,2925,10798,3478,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,177.0,177.0,138.4,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2804,10805,3324,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,140.0,20.0,-54.6,negative_dpd_present
cmean_negative,flag_cmean_negative,2804,10805,3324,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,140.0,20.0,-54.6,cmean_negative
pdof_family_mismatch,flag_pdof_family_mismatch,2804,10805,3324,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,140.0,20.0,-54.6,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2934,10821,3490,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,320.0,246.0,95.4,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2934,10821,3490,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,320.0,246.0,95.4,side_imppnt_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,2938,10827,3497,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,171.0,171.0,130.4,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2939,10828,3498,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,194.0,192.0,81.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2948,10834,3509,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,334.0,334.0,92.6,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2948,10834,3509,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,334.0,334.0,92.6,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2949,10835,3511,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,199.0,199.0,112.3,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2953,10839,3516,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,249.0,249.0,177.9,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2954,10846,3517,side,subject_vehicle,A_ProfileValid,1,0,10LPAS3,285.0,356.0,235.0,94.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2941,10849,3500,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,252.0,252.0,81.1,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2941,10849,3500,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,252.0,252.0,81.1,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2947,10850,3508,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,318.0,318.0,97.4,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2947,10850,3508,side,subject_vehicle,B_ProfilePartial,1,0,,0.0,318.0,318.0,97.4,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,2956,10911,3519,side,subject_vehicle,A_ProfileValid,1,0,10LPAS3,285.0,350.0,223.0,87.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2957,10912,3521,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,194.0,194.0,98.6,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2958,10913,3523,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,165.0,156.0,80.4,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2958,10913,3523,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAS2,297.0,165.0,156.0,80.4,side_imppnt_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,2960,10915,3526,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,207.0,207.0,157.9,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2961,10916,3527,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,329.0,329.0,180.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2964,10923,3530,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,342.0,342.0,81.7,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2964,10923,3530,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,342.0,342.0,81.7,pdof_family_mismatch
