test_id,test_no,vehicle_id,impact_family,vehicle_role,quality_tier,outlier_type,metric,value,comparator,VDI,PDOF,CRHDST,C_profile_max_mm,reason
2277,10032,2730,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2276,10033,2729,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,346.0,346.0,flag_pdof_family_mismatch
2282,10035,2736,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2285,10036,2741,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,414.0,414.0,flag_pdof_family_mismatch
2283,10038,2738,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2283,10038,2738,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2289,10046,2745,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2290,10047,2747,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,265.0,265.0,flag_pdof_family_mismatch
2291,10048,2748,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2184,10052,2626,side,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,10LPAN3,285.0,361.0,290.0,flag_side_imppnt_mismatch
2228,10053,2672,side,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,10LPAN3,285.0,423.0,344.0,flag_side_imppnt_mismatch
2171,10054,2607,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2216,10055,2659,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2258,10056,2708,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2297,10057,2755,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2299,10059,2758,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,314.0,314.0,flag_pdof_family_mismatch
2302,10062,2761,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2302,10062,2761,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2302,10062,2761,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2316,10066,2776,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2344,10069,2807,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2344,10069,2807,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2344,10069,2807,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2327,10071,2789,frontal,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2321,10072,2782,frontal,subject_vehicle,C_MaxOnly,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2362,10073,2826,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,308.0,308.0,flag_pdof_family_mismatch
2363,10074,2827,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2373,10077,2839,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2370,10078,2836,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2371,10079,2837,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2379,10080,2845,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2380,10081,2846,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2381,10082,2847,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2367,10083,2832,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2367,10083,2832,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2400,10092,2867,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2400,10092,2867,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2400,10092,2867,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2403,10094,2872,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2413,10098,2882,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2413,10098,2882,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2413,10098,2882,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2455,10132,2925,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2455,10132,2925,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2455,10132,2925,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2473,10136,2946,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2473,10136,2946,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2473,10136,2946,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2491,10144,2965,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2491,10144,2965,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2491,10144,2965,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2499,10148,2974,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2512,10153,2989,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2512,10153,2989,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2512,10153,2989,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2504,10154,2980,frontal,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2522,10155,3002,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,332.0,350.0,flag_pdof_family_mismatch
2526,10157,3006,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2526,10157,3006,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2529,10160,3010,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2534,10161,3016,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,289.0,289.0,flag_pdof_family_mismatch
2535,10162,3017,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2538,10164,3021,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2544,10167,3028,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2544,10167,3028,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2544,10167,3028,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2552,10169,3037,frontal_barrier,subject_vehicle,A_ProfileValid,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,12FDEW1,0.0,242.0,425.0,flag_crhdst_lt_dpdmax
2555,10170,3040,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2555,10170,3040,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2565,10172,3051,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2571,10176,3058,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2571,10176,3058,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2571,10176,3058,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2577,10178,3065,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2578,10181,3067,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2580,10182,3070,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,395.0,379.0,flag_pdof_family_mismatch
2581,10184,3071,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,323.0,264.0,flag_pdof_family_mismatch
2582,10186,3072,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2586,10187,3078,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2585,10190,3076,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2585,10190,3076,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2585,10190,3077,side_impactor,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,10LPAS2,297.0,135.0,129.0,flag_side_imppnt_mismatch
2591,10193,3084,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2591,10193,3084,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2591,10193,3084,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2615,10313,3108,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2615,10313,3108,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2615,10313,3108,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2619,10315,3113,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2621,10319,3116,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2621,10319,3116,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2621,10319,3116,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2623,10321,3119,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2626,10323,3123,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2625,10324,3122,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,394.0,394.0,flag_pdof_family_mismatch
2627,10341,3125,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2632,10344,3131,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2630,10345,3129,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,321.0,313.0,flag_pdof_family_mismatch
2633,10347,3133,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2633,10347,3133,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2633,10347,3133,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2656,10351,3157,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2665,10352,3167,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,298.0,270.0,flag_pdof_family_mismatch
2673,10354,3175,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,293.0,293.0,flag_pdof_family_mismatch
2678,10355,3180,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2679,10356,3182,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,324.0,324.0,flag_pdof_family_mismatch
2683,10357,3186,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2687,10358,3191,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2696,10360,3201,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2697,10361,3202,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2698,10362,3203,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2700,10363,3205,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
2705,10364,3210,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2711,10384,3217,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2711,10384,3217,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2715,10388,3222,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2715,10388,3222,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2715,10388,3222,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2717,10390,3225,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2717,10390,3225,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2726,10552,3235,frontal_barrier,subject_vehicle,B_ProfilePartial,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,12FDEW2,0.0,722.0,647.0,flag_lencnt_out_of_range
2727,10553,3236,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2727,10553,3236,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2727,10553,3236,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2729,10557,3239,frontal_barrier,subject_vehicle,B_ProfilePartial,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,12FDEW2,0.0,604.0,599.0,flag_lencnt_out_of_range
2733,10559,3243,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2733,10559,3243,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2740,10561,3251,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2741,10566,3253,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2741,10566,3253,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2757,10567,3270,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2757,10567,3270,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2757,10567,3270,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2788,10634,3302,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2788,10634,3302,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2792,10636,3308,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2792,10636,3308,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2792,10636,3308,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2801,10640,3320,side,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,10LPAN3,285.0,344.0,344.0,flag_side_imppnt_mismatch
2796,10641,3313,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2796,10641,3313,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2799,10643,3317,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2799,10643,3317,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2799,10643,3317,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2802,10645,3321,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2805,10646,3325,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2805,10646,3325,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2805,10646,3325,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2806,10649,3327,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,392.0,392.0,flag_pdof_family_mismatch
2810,10653,3331,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2811,10654,3333,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2811,10654,3333,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2811,10654,3333,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2815,10658,3338,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2815,10658,3338,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2815,10658,3338,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2820,10662,3345,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,317.0,317.0,flag_pdof_family_mismatch
2819,10663,3343,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2819,10663,3343,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2819,10663,3343,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2819,10663,3344,side_impactor,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,10LPEW2,297.0,164.0,164.0,flag_side_imppnt_mismatch
2821,10664,3346,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2821,10664,3346,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2790,10665,3305,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,286.0,286.0,flag_pdof_family_mismatch
2791,10666,3306,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2822,10670,3348,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2826,10674,3353,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2826,10674,3353,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
2826,10674,3353,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2832,10683,3360,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
2832,10683,3360,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2837,10686,3366,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
2835,10687,3364,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,09LPAN3,0.0,296.0,296.0,flag_pdof_family_mismatch
2838,10689,3368,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
